,variable,ratio
55,alcohol_intake_frequency_f1558,0.9990912797809751
56,alcohol_intake_versus_10_years_previously_f1628,0.9150288343915652
57,breastfed_as_a_baby_f1677,0.9990912797809751
58,maternal_smoking_around_birth_f1787,0.9845925321838411
59,risk_taking_f2040,0.9990912797809751
60,frequency_of_depressed_mood_in_last_2_weeks_f2050,0.9990912797809751
61,frequency_of_unenthusiasm_disinterest_in_last_2_weeks_f2060,0.9990912797809751
62,frequency_of_tenseness_restlessness_in_last_2_weeks_f2070,0.9990912797809751
63,frequency_of_tiredness_lethargy_in_last_2_weeks_f2080,0.9990912797809751
64,seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression_f2100,0.9990912797809751
65,able_to_confide_f2110,0.9990912797809751
66,answered_sexual_history_questions_f2129,0.9990912797809751
67,overall_health_rating_f2178,0.9990912797809751
68,plays_computer_games_f2237,0.9990912797809751
69,use_of_sunuv_protection_f2267,0.9980252810625037
70,frequency_of_solariumsunlamp_use_f2277,0.9980252810625037
71,weight_change_compared_with_1_year_ago_f2306,0.9990912797809751
72,diabetes_diagnosed_by_doctor_f2443,0.999085454651366
73,qualifications_f6138,0.9980311061921128
74,never_eat_eggs_dairy_wheat_sugar_f6144,0.9980252810625037
75,types_of_transport_used_excluding_work_f6162,0.9939418652065009
76,types_of_physical_activity_in_last_4_weeks_f6164,0.9944486514824955
77,mineral_and_other_dietary_supplements_f6179,0.9980194559328945
78,mean_time_to_correctly_identify_matches_f20023,0.9884312925962603
79,smoking_status_f20116,0.9990971049105842
80,alcohol_drinker_status_f20117,0.9990912797809751
81,neuroticism_score_f20127,0.7884720685035242
82,forced_expiratory_volume_in_1second_fev1_best_measure_f20150,0.6753888274014097
83,ever_smoked_f20160,0.9938020620958816
84,affymetrix_quality_control_metric_clustercr_f22025,1.0
85,affymetrix_quality_control_metric_dqc_f22026,1.0
86,summed_days_activity_f22033,0.8110968719053999
87,summed_minutes_activity_f22034,0.7871031630453778
88,above_moderatevigorous_recommendation_f22035,0.7871031630453778
89,above_moderatevigorouswalking_recommendation_f22036,0.7868759829906216
90,met_minutes_per_week_for_walking_f22037,0.7871031630453778
91,met_minutes_per_week_for_moderate_activity_f22038,0.7871031630453778
92,met_minutes_per_week_for_vigorous_activity_f22039,0.7871031630453778
93,summed_met_minutes_per_week_for_all_activity_f22040,0.7871031630453778
94,nitrogen_dioxide_air_pollution_2010_f24003,0.9879536319683113
95,nitrogen_oxides_air_pollution_2010_f24004,0.9879536319683113
96,particulate_matter_air_pollution_pm10_2010_f24005,0.9209005650375721
97,particulate_matter_air_pollution_pm25_2010_f24006,0.9209005650375721
98,particulate_matter_air_pollution_pm25_absorbance_2010_f24007,0.9209005650375721
99,particulate_matter_air_pollution_2510um_2010_f24008,0.9209005650375721
100,traffic_intensity_on_the_nearest_road_f24009,0.9879536319683113
101,inverse_distance_to_the_nearest_road_f24010,0.9879536319683113
102,traffic_intensity_on_the_nearest_major_road_f24011,0.9879536319683113
103,inverse_distance_to_the_nearest_major_road_f24012,0.9879536319683113
104,total_traffic_load_on_major_roads_f24013,0.9879536319683113
105,close_to_major_road_f24014,0.9879536319683113
106,sum_of_road_length_of_major_roads_within_100m_f24015,0.9879536319683113
107,nitrogen_dioxide_air_pollution_2005_f24016,0.9879536319683113
108,nitrogen_dioxide_air_pollution_2006_f24017,0.9879536319683113
109,nitrogen_dioxide_air_pollution_2007_f24018,0.9879536319683113
110,particulate_matter_air_pollution_pm10_2007_f24019,0.985763383235277
111,average_daytime_sound_level_of_noise_pollution_f24020,0.9879536319683113
112,average_evening_sound_level_of_noise_pollution_f24021,0.9879536319683113
113,average_nighttime_sound_level_of_noise_pollution_f24022,0.9879536319683113
114,average_16hour_sound_level_of_noise_pollution_f24023,0.9879536319683113
115,average_24hour_sound_level_of_noise_pollution_f24024,0.9879536319683113
116,mean_corpuscular_volume_f30040,0.9700763091978797
117,neutrophill_count_f30140,0.9680782897419468
118,alanine_aminotransferase_f30620,0.9528047999067979
119,aspartate_aminotransferase_f30650,0.9498339838061397
120,urea_f30670,0.9522455874643211
121,creactive_protein_f30710,0.9510339605056213
122,glycated_haemoglobin_hba1c_f30750,0.9500262130832411
123,testosterone_f30850,0.8393837012873536
124,carer_support_indicators_f41214,0.8477427622764606
125,history_of_psychiatric_care_on_admission_f41218,0.8477369371468515
126,data_quality_good_wear_time_f90015,0.20481155705714452
127,eid,1.0
128,parental_ad_status,1.0
129,Genotype,1.0
130,rounded_matches_f20023,0.9884312925962603
131,airpoll_24006,0.9209005650375721
132,airpoll_24007,0.9209005650375721
133,uk_north_coord,0.9176035416788023
134,uk_east_coord,0.9176035416788023
135,qualif_score,0.9980311061921128
136,n_eid,1.0
137,Age_Today,1.0
138,AD,1.0
139,PD,1.0
140,Diag_Date_AD,0.00943670996679676
141,years_bef_diagAD,0.00943670996679676
142,Age_Diag_AD,1.0
143,date_of_attending_assessment_centre_f53,1.0
144,age_when_attended_assessment_centre_f21003,1.0
145,EPIL,1.0
146,DIAB,1.0
147,CELIAC,1.0
148,CERVASC,1.0
149,CERVASC_bef,1.0
150,CERVASCALL_bef,1.0
151,EPIL_bef,1.0
152,DIAB_bef,1.0
153,risk_score,1.0
154,mean_score_mod,1.0
155,std_score_mod,1.0
156,APOE,1.0
157,alan_aspar_rat,0.94963010426982
158,risk_score_norm,1.0
159,risk_score_norm_mod,1.0
160,Age_Today_Rd,1.0
161,Age_Diag_Rd,1.0
162,Risk_Group,1.0
163,risk_score_index,1.0
164,risk_score_index_mod,1.0
